split,review_id,source,category,product_name,raw_text,aspect,sentiment_text,sentiment_polarity,model_input,label,original_aspect,normalization_reason
train,1023457,SNS,스킨케어,OO 알** 수딩 젤크림 100ml,이번에 여러 샘플을 쓰다가 새로 구매해본 제품 리뷰입니다 OO OOO 수딩젤이에요 샘플 써보고 너무 좋아서 구매 후 벌써 3통째 사용중이네요 보습력이 뛰어나고 향은 크게없어서 좋아요. 속건조에 도움이되요 여름에 사용하기 좋은 수분크림이에요...화장이 밀리지도 않고 촉촉하면서 번들거리지 않아요..수부지에 강추합니당~ 바르고 난 뒤 느낌은 비슷하고 크림은 흰색제형이고 젤은 투명제형에 알갱이가 있네요. 젤이 크림 보다 훨씬 가벼울 것이라고 생각하고 여름에 써야지 했는데 큰 차이는 없는 것 같아요. 약간 막이 생기면서 축축한 느낌이라 밤에 자기 전 바르는 게 좋을 것 같아요. 이번엔 드디어 실패하지 않은 크림을 발견해서 너무 기분 좋네요,보습력/수분감,보습력이 뛰어나고,1,[속성] 보습력/수분감 [문장] 보습력이 뛰어나고,,보습력/수분감,unchanged
train,1023461,SNS,스킨케어,OO 어** 진정 플루이드 125ml,겨울인가 싶게 따뜻한 요즘 뭔가 한방화장품에 관심이 가서 구매해본 OO OOO 플루이드입니당 향도 좋고 보습도 괜찮아요. 텍스쳐 무겁고 비싼 한방제품보다 더 맘에 들어요.복합성피부인데 속건조도 잘 잡히는것 같고 무겁지 않고 수분도 잘 잡아줘서 사계절 내내 쓰고있어요 여름에도 너무 끈적이지 않아 좋아요. 에센스 같은 가벼운 제형인데 흡수되면서 피부가 다 빨아 당기는게아니라 어느정도는 수분지속력이 너무 좋아여 저는 아침메이컵 전 사용하는편인데 끈적이지 않아서 메이크업이 뭉치지 않는 장점도 있습니다. 한방화장품은 무겁다는 인식을 날려준 산뜻한 로션이었습니다,향,향도 좋고,1,[속성] 향 [문장] 향도 좋고,,향,unchanged
train,1023461,SNS,스킨케어,OO 어** 진정 플루이드 125ml,겨울인가 싶게 따뜻한 요즘 뭔가 한방화장품에 관심이 가서 구매해본 OO OOO 플루이드입니당 향도 좋고 보습도 괜찮아요. 텍스쳐 무겁고 비싼 한방제품보다 더 맘에 들어요.복합성피부인데 속건조도 잘 잡히는것 같고 무겁지 않고 수분도 잘 잡아줘서 사계절 내내 쓰고있어요 여름에도 너무 끈적이지 않아 좋아요. 에센스 같은 가벼운 제형인데 흡수되면서 피부가 다 빨아 당기는게아니라 어느정도는 수분지속력이 너무 좋아여 저는 아침메이컵 전 사용하는편인데 끈적이지 않아서 메이크업이 뭉치지 않는 장점도 있습니다. 한방화장품은 무겁다는 인식을 날려준 산뜻한 로션이었습니다,흡수력,무겁지 않고,1,[속성] 흡수력 [문장] 무겁지 않고,,흡수력,unchanged
train,1023464,SNS,스킨케어,OO 아** 에센셜 에멀전 120ml,이제 로션도 아무거나 못 쓰는 나이가 되었나봐요 저렴이 쓰다가 피부가 안 좋아져서 새로 구입해 본 OO 에멀전 리뷰예요! 예전엔 아무거나 써도 괜찮았는데 나이드니 피부가 민감해지네요. 다른거 쓰면 트러블 생겨서 최근엔 이것만 써요. 무난하게 씁니다. 많이바르면 오히려 트러블 나는 피부거든요 ㅠㅠ OO OOO이랑 오일이랑 선크림만발라도 광나요 촉촉하고 피부가 뽀얀해지더라구요 향이 좋고 부드럽게 발려요 성분도 좋고 향도 순하고 끈적임 없이 촉촉하고 좋아요 앞으로도 계속 이용 할듯 합니다 그래도 트러블이 잠잠해져서 넘 다행이에요 넘 만족한 OO 에멀전 리뷰였습니다 다들 환절기에 감기 조심하세요,보습력/수분감,촉촉하고,1,[속성] 보습력/수분감 [문장] 촉촉하고,,보습력/수분감,unchanged
train,1023469,SNS,스킨케어,OO 하** 모이스처 로션 300ml,"여러 제조사의 화장품을 쓰고 있지만 저희 어머니 세대에서 사랑받는 OO, 그 중에서도 살짝 고가라인인 제품의 리뷰를 해봅니다 OOO 로션이구요 보통 OO 제품이 가격대가 저렴해서 가성비가 참 좋은데 이 제품은 그보다는 좀 더 비싼 편이에요 그래도 대용량에 비싼 타사 제품 대비 기능이 넘 좋아서 계속 쓰고 있어요 피부가 촉촉하고 부드럽습니다. 보습력도 좋은 편이에요 악건성이신 분들은 쓰기 안 좋으니 제외하고, 그 외에 어떤 피부타입이든 쓰기 좋은 제품인 것 같아요 유분보다는 수분 공급이 더 잘되는 편인 것 같아요 저희 가족도 모두 잘 사용하고 있습니다. 요즘 같은 떄 정말 잘 쓰고 있는 제품이라 여러분들께도 추천드릴게요",보습력/수분감,피부가 촉촉하고,1,[속성] 보습력/수분감 [문장] 피부가 촉촉하고,,보습력/수분감,unchanged
train,1023469,SNS,스킨케어,OO 하** 모이스처 로션 300ml,"여러 제조사의 화장품을 쓰고 있지만 저희 어머니 세대에서 사랑받는 OO, 그 중에서도 살짝 고가라인인 제품의 리뷰를 해봅니다 OOO 로션이구요 보통 OO 제품이 가격대가 저렴해서 가성비가 참 좋은데 이 제품은 그보다는 좀 더 비싼 편이에요 그래도 대용량에 비싼 타사 제품 대비 기능이 넘 좋아서 계속 쓰고 있어요 피부가 촉촉하고 부드럽습니다. 보습력도 좋은 편이에요 악건성이신 분들은 쓰기 안 좋으니 제외하고, 그 외에 어떤 피부타입이든 쓰기 좋은 제품인 것 같아요 유분보다는 수분 공급이 더 잘되는 편인 것 같아요 저희 가족도 모두 잘 사용하고 있습니다. 요즘 같은 떄 정말 잘 쓰고 있는 제품이라 여러분들께도 추천드릴게요",윤기/피부(톤),부드럽습니다.,1,[속성] 윤기/피부(톤) [문장] 부드럽습니다.,,윤기/피부(톤),unchanged
train,1023474,SNS,스킨케어,OO 밀** 모이스처라이저 하이드라 밸런싱 125ml,여드름 피부는 항상 기초제품부터 고르는 난관을 헤쳐나가기가 넘 힘들어요 그 중에 그나마 써보고 괜찮았던 제품이 있어서 후기 남겨봅니다 OO OOO 모이스처라이저구요 이건 오일프리 제품이라 일단 유분때문에 트러블이 생길일은 없답니다. 펌프형이라 오염없이 깔끔하게 끝까지 잘 쓸 수 있는 것도 장점이에요 대신 겨울에는 아무리 여드름 피부여도 사용하기엔 보습감이 너무 가볍습니다. 겨울에는 다른 제품 쓰시는걸 추천해요 순하고 제형이 부드러워서 대부분 만족하실거라고 생각합니다. 나름 만족했던 OO 후기였어요,자극성,순하고,1,[속성] 자극성 [문장] 순하고,,자극성,unchanged
train,1023475,SNS,스킨케어,OO 크** 모이스처라이저 딥 모이스트 125ml ,건성 피부에게 겨울은 혹독한 계절이에요 이 시즌을 넘기기 위해 찾은 쫀득한 로션 리뷰입니다. OO OOO 모이스처라이저구요 제형이 정말 크리미하게 건성에게는 딱 겨울에 맞는 로션입니다. 순하고 제형이 부드럽고 향기도 OO답게 적당히 고급스러워요 민감한 피부에도 별 자극없이 잘 흡수가 되구요 펌프형이라 딱 한 번 쓸 만큼만 짜내기 편합니다. 다 좋지만 용량이 작은 건 정말 불편하네요 아껴쓰지 않으면 너무 금방 써버리는 단점이 있어요 혹독한 겨울 모두 피부 조심하세요~,자극성,순하고,1,[속성] 자극성 [문장] 순하고,,자극성,unchanged
train,1023476,SNS,스킨케어,OO 독** 로션 200ml,무슨 리뷰를 할까 고민하다가 화장대에 있던 OO 로션이 생각 났어요 벌써 세통째 쓰고 있는 제품입니다. 무향이라서 너무 편하게 잘 쓰는 OO OOO로션이예요. 부담없이 잘 발리고 순한 편입니다. 바르고 나면 약간 밀리는 느낌이 있어서 좀 오래 문질러줘야하는데 그래도 흡수되고 나면 촉촉해요 많은 기능성이 있는거는 아니지만 기본 로션으로 충실해서 괜찮다고 생각합니다 용량대비 가격도 착한 편입니다. 가성비족에게 최적화된 OOO로션 앞으로도 쭉 사용하고 싶어요!,보습력/수분감,촉촉해요,1,[속성] 보습력/수분감 [문장] 촉촉해요,,보습력/수분감,unchanged
train,1023498,SNS,스킨케어,OO 마** 에멀젼 150ml ,계절이 바뀌면 항상 화장품 고민부터 시작하곤 합니다 이번엔 뭘 써야 트러블이 안 날지 고민하다가 선택한 OO OOO 에멀전이에요 일단 샘플로 받아서 써보고 주문했어요 피부가 예민한편인데도 이상하게 뾰루지도 안나고 뒤집어지지도 않아서 쭈욱 사용해보려고 합니다. 제형이 부드러워서 발림성 좋고 향이 진하게 나지 않아서 좋았어요 피부에 수분감 오래가고 잘 흡수되는것 같아요. 저렴한 가격인데도 품질은 만족합니다. 가격도 품질도 모두 만족하는 괜찮은 선택이었던 것 같아 뿌듯하네요,발림성,발림성 좋고,1,[속성] 발림성 [문장] 발림성 좋고,,발림성,unchanged
train,1023845,SNS,스킨케어,OO 선 메이트 70ml,"이젠 봄여름가을겨울 할 것 없이 선크림은 필수품이죠. 하지만 아직 저는 선크림 유목민이라 제게 맞는 선크림 찾고 있어요. 이번에 사용해본 OO 제품 어떤지 소개해볼게요. OO 선크림은 일단 무겁지 않고 발림성이 부드러워요 그리고 겨울에 수분크림 바른 후에 바로 선크림 바르면 좀 부담스러운데 이거는 촉촉해서 약간 수분기가 있는 것 같아 부담없이 쓸 수 있어요. 워터프루프 기능이 있다고 해서 운동하는 사람들에게는 딱인 것 같아요. 수영이나 땀이 많이 나는 운동을 하고 나서는 지워지는 선크림이 많은데 이건 물이나 땀에 지워지지 않아서 부담 없이 쓸 수 있는 것 같아요. 바를 때 밀림도 없고, 이 거 쓰고 나서는 피부가 좋아 보인다는 이야기도 많이 들었어요. 부담없는 가격에 용량도 커서 오래쓰기 딱 좋습니다. 얼굴에 백탁현상이 나온다는 말도 있긴한데, 원래 선크림은 피부에 충분히 스며들기 전에 화장을 하면 하얀색 얼룩이 생기니 5분정도 기다린 후 해야된다고 합니다. 저는 이거 바르고 좀 나중에 화장하니까 괜찮아 지더라고요. 건조한 얼굴에 촉촉한 선크림 바르고 싶다면 이 제품 추천드립니다. 무난한 선크림이라고 생각해요~",흡수력,무겁지 않고,1,[속성] 흡수력 [문장] 무겁지 않고,,흡수력,unchanged
train,1024775,SNS,스킨케어,OO 피** 선,"안녕하세요~ 오늘은 ㅇㅇㅇ 제품을 소개해 드리려고 해요~ 코로나 시대로 마스크를 매일 쓰고 다니는 만큼 파데프리를 하고 싶어서 톤업크림을 알아보고 있었는데, 이 제품은 톤업도 되고 자외선 차단도 해서 구입을 해봤어요ㅎㅎ 보통 톤업 크림은 색상이 햐얀색인 경우가 많은데 이 제품은 피치빛이라서 발랐을 때 피부톤이 자연스럽게 화사하게 올라갑니다ㅎㅎ 부드럽고 촉촉하게 잘 발리기는 하지만 마무리는 보송해서 속건조가 있으신 분들께는 추천드리지 않아요! 파데프리를 위한 첫걸음으로 이 제품을 추천합니다~",윤기/피부(톤),부드럽고,1,[속성] 윤기/피부(톤) [문장] 부드럽고,,윤기/피부(톤),unchanged
train,1024888,SNS,스킨케어,OO 멀티밤 리필형,안녕하세요~누군가 생일이 다가오고 있다면 ㅇㅇㅇ어떨까요~~ㅎ 방송에 나오는 ㅇㅇㅇ를 보고 살까 말까 망설이다 그냥 놓쳤는데 마침 친구가 생일선물로 ㅇㅇㅇ를 준비했지 뭐에요 ㅎㅎ 가격도 비싸던데 ... 일단 용기가 이쁘고 제 취향이라 홀딱 반해버렸어요~~촉촉하고 조금 끈적임은 있지만 얼굴에도 목에도 화장한 얼굴 위에도 바를 수 있어서 사용하기 편리하더라구요. 이거 바르고 나가면 얼굴에 광채가 나서 다들 피부가 좋아졌다고 하니 기분이 좋았어요. 크기도 작아서 휴대하기도 좋고 주변에 홍보하고 다녀요 ㅎ ㅇㅇㅇ의 반함에 조심하세요~~~,보습력/수분감,촉촉하고,1,[속성] 보습력/수분감 [문장] 촉촉하고,,보습력/수분감,unchanged
train,1024897,SNS,스킨케어,OO 프** 콜라겐스틱10g,"안녕하세요~요즘 이런 멀티 스틱밤 완전 인기래요~~ 다른 제품이 너무 끈적임이 심해서 실망했던 분들은 이 제품 추천드려요~ 세일기간이라 가격도 좋아서 잘 구매했어요. ㅇㅇㅇ는 발랐을 때 무겁지 않고 끈적거리지 않아 사용감이 좋아요. 촉촉하고 매끈하게 잘 발리고, 흡수되는데 시간이 좀 걸리긴 하지만 흡수도 괜찮은 편이에요~ 처음엔 꾸덕한 제형인 줄 알았는데 중간에 에센스가 들어있어 크리미한 제형이기도 하네요~ 세일기간에 가격도 좋아서 잘 구매했어요. 요즘같은 간절기에 이 제품 필요하지 않을까요~~?ㅎ",보습력/수분감,촉촉하고,1,[속성] 보습력/수분감 [문장] 촉촉하고,,보습력/수분감,unchanged
train,1025409,SNS,스킨케어,OO 로** 대용량 워터 토너 500ml,날씨가 봄이 되니 정말 좋은 것 같아요~ 하지만 이런 봄 날씨.. 피부는 건조하기 쉽상이죠~ 여러분은 어떤 제품으로 기초 케어 하시고 계시나요? 저는 이 제품 추천 드리고 싶어요~ 매일 사용하는 제품이라 자신 있게 추천 드릴 수 있습니다!! 제가 너무 좋아하는 토너 제품이에요~ 이 제품을 만나기 전으로는 돌아가고 싶지가 않습니다.. 전에 쓰던 토너도 물론 좋았지만 양이 적어서 금방 금방 사용하다 보니 가격적으로 부담이 있었어요.. 하지만 이 제품은 용량이 정말 많아서 한 번 사면 엄청 오래 사용할 수 있으니 좋습니다~ 그렇다고 별로냐? 그것도 아니에요!! 일단 바르면 피부가 촉촉하고 꾸준히 발라보니 피부결이 너무 곱게 되었어요^^ 만족합니다!! 지금처럼 건조한 날씨에 토너가 상당히 중요해요! 세안 후 바로 바르는 첫 제품!! 저는 이 제품으로 추천 드릴게요~,보습력/수분감,피부가 촉촉하고,1,[속성] 보습력/수분감 [문장] 피부가 촉촉하고,,보습력/수분감,unchanged
train,1025471,SNS,스킨케어,OO U** 선 프로텍터 50ml 1개,최근에 구매했는데 너무 잘 쓰고 있어서 알려 드리고 싶어 추천 하고 싶었습니다~ 선크림 어떤 제품 구매하실지 고민이신 분이 읽어 주시면 좋을 것 같네요^^ 다른 제품을 쓰다가 잃어 버려서 새로 살까 하다가 아예 안 써본 제품 사고 싶어서 구매를 하게 되었습니다! 알아 보다가 이 제품이 제일 후기가 많고 좋은 것 같아서 구매를 했어요! 가격도 저렴하고 사은품도 많이 주셔서 감사했습니다 :) 구매 하기 전에 판매자님께서 질문도 성실하게 대답해 주셔서 감사했습니다 ㅎㅎ 제품은 정말 품질이 좋습니다~ 자외선 차단 기능도 좋고 트러블도 생기지 않았습니다 ㅎㅎ 여러모로 좋은 것 같아서 추천 드리고 싶었습니다!! 제가 써 본 선크림 중에 제일 좋지 않았나 생각이 드네요~,가격,가격도 저렴하고,1,[속성] 가격 [문장] 가격도 저렴하고,,가격,unchanged
train,1025896,SNS,스킨케어,OO 마** 마스크팩 최다구성세트,오늘은 모처럼 쉬는날이예요.유후~~ 몸도 마음도 쉬면서 OO OOO 마스크팩으로피부에도 영양을 줍니다 쏙~~ OO 마스크 팩은 홈쇼핑에서 저렴한 가격으로 구성도 대박이더라구요.그래서 매일 1일 1팩 하려고 노력합니다. 힘든 일과 끝나고 씻고 누워 팩 붙이면 오늘 하루도 잘 보낸 나에게 주는 선물과도 같아요^^ ~~냉장고에 보관한 팩은 시원하고 촉촉해서 보습력도 뛰어나 다음날 아침에 광이 나요 그래서 화장도 잘 먹는답니다 ㅋㅋ 오늘도 멋진하루 보낸 나에게 선물 하렵니다^^~,보습력/수분감,시원하고,1,[속성] 보습력/수분감 [문장] 시원하고,,보습력/수분감,unchanged
train,1025897,SNS,스킨케어,OO 마** 마스크팩 최다구성세트,뜨거운 햇살을 받으며 운동을 해서인지 얼굴에 기미와 잡티가 보이기 시작 했어요ㅠㅠ 몸과 피부 모두 건강해져야겠어요.^^~~ 엄마와함께 OO OOO 마스크팩으로 피부에도 영양을 줍니당ㅎㅎ 에센스가 듬뿍 담겨있어서 얼굴에 붙이면 마음도 흡족해진답니다. 피부가 촉촉하고 끈적이지 않게 흡수됩니다. 꾸준하게 바르면 기미도 연해지고 잡티도 조금씩 정리가 되는 것 같더라구요 굿~~~그런데 좀 더 은은향이 나면 좋을 것 같네요 욕심이 큰가요 ㅋㅋ~~ 엄마와 함께 고운 피부 만들기 시작해 보아요~~^^,보습력/수분감,피부가 촉촉하고,1,[속성] 보습력/수분감 [문장] 피부가 촉촉하고,,보습력/수분감,unchanged
train,1025899,SNS,스킨케어,OO 마** 마스크팩 최다구성세트,항상 아이가 다치면 OO 연고를발라 주어서 OOO OO 마스크팩을 믿고 구입하였답니다^^~ 마스크팩을 바르니 촉촉하고 에센스가 듬뿍 담겨 있어서 피부에 잘 흡수 되었습니다 아이의 상처가 아물어 가듯 나의 피부의 잡티도 잡아주길 희망하며 매일 붙였는데 아직 며칠 지나지 않아서 그런지 생각만큼 ......당일은 촉촉하고 좋은데 담날 세수하면 크게 변화를 모르겠더라구요ㅠㅠ 꾸준히 붙이면 좋아지리라 효과 있으리라 믿고 오늘도 붙여 봅니다 ㅎㅎ,보습력/수분감,촉촉하고,1,[속성] 보습력/수분감 [문장] 촉촉하고,,보습력/수분감,unchanged
train,1025924,SNS,스킨케어,OO 큐** 유브이 쉴드 선스틱 기본구성,"외출할 때 꼭 가지고 나가는 필수품이 있죠? 휴대폰과 선크림!!! ㅋㅋ 저는 외출시엔 OO OOO 선크림을 꼭 챙긴 답니당^^ 나이가 드니 햇빛을 받으면 기미 ,잡티가 더 생기는 것 같더라구요 그래서 선크림은 항상 가지고 다니며 수시로 덧발라 줍니다 가방에 쏙 넣어다니기도 좋고 사용하기도 좋고 향도 좋고 발림성도 좋아요 .ㅋㅋ 자외선을 차단해줘서 그나마 많이 돌아다녀도 안심이 되요 ㅎ 그래도 좀 더 젊을때 여기저기 구경 다녀야죠ㅋㅋ",향,향도 좋고,1,[속성] 향 [문장] 향도 좋고,,향,unchanged
train,1025930,SNS,스킨케어,OO T** 콜라겐 크림팩 ,피부 좋은 직장후배의 추천으로 알게 된 OO OOO 크림팩!!! 이제품을 쓰고 나의 피부도 이렇게바뀔 수 있다는 것에 놀랬답니다 우후~~ 보통 팩하면 얼굴에 붙이고 나면 줄줄 흘러서 아무것도 못 하는데 콜라게 크림팩은 붙이고 마음껏 움직일 수 있어서 무엇보다 좋았구요 필오프 타입이라 잘 뜯어지지 않을까 걱정했는데 부드럽게 잘 뜯어지더라구요. ㅎㅎ 아니 그런데 떼고 나니 촉촉하고 윤기도 나면서 피부에 광이나는거예요 정말 너무 좋았어요 ^^ 다음날 화장도 잘 먹어서 저는 일주일에 2~3번씩 쓰고 있답니다 ㅋㅋ 계속 사용하려니 양이 적어서 부담이 되네요 ㅠㅠ 그래도 재구매 했어요 ㅋㅋ,보습력/수분감,촉촉하고,1,[속성] 보습력/수분감 [문장] 촉촉하고,,보습력/수분감,unchanged
