review_id,aspect,sentiment_text,raw_text
1030078,색상,ㅇㅇ 색상이 가장 맘에 드네요.,안녕하세요~ 오늘은 참 날씨가 화창했지요~ 이런 날씨에 어울리는 ㅇㅇㅇ 틴트를 들구 와봤어용! 틴트 유목민인 저는 항상 다양한 틴트 중에서 이번엔 뭘 사볼까~하는데 이번엔 이 제품을 구매해 보았습니다! 촉촉한 틴트라 바르면 광이 납니다! 근데 요즘 핫한 유리알 광택 느낌은 아니니 참고하세요~! 촉촉한 틴트는 자칫 잘못하면 뭉쳐서 요플레 현상이 일어나기 쉬운데 이 제품은 그렇지 않아서 좋아요ㅎㅎ 다만 쓰다보면 케이스 때문인지 내용물이 점점 샙니다. 혹시 모르니 꼭 파우치에 넣어놓고 다니세용. 여러분들은 무슨 색상이 가장 맘에 드시나요? 저는 ㅇㅇ색상이 가장 맘에 드네요.
1030577,피부타입,지성 피부인데 이 쿠션 사용하면 유분기를 잡아줘서 너무 좋은 것 같아요!,최근에 사용해본 쿠션인데 왜 OOO이 유명한지 알 수 있었어요!! 정말 사용감이 너무 좋은 것 같습니다~~ 추천 드리고 싶어요!! 저는 지성 피부인데 이 쿠션 사용하면유분기를 잡아줘서 너무 좋은 것 같아요! 지성 피부에 추천 드리고 싶습니다!! 촉촉하기까지 해서 가을 겨울에 사용하기 좋은 제품인 것 같아요!! 피부 기름기도 확실히 많이 없어져서 좋은 것 같아요~ 커버력도 너무 좋고 마스크에 묻어 나오지 않아 좋은 것 같습니다!! 피부 표현이 너무 예쁘게 되어서 만족합니다!! 쿠션은 역시 OOO입니다!! 앞으로 저는 이 쿠션만 사용할 것 같아요!! 품질 최고입니다~
1035033,커버력,원하는 커버 효과는 전혀 없더라구요…,"뷰티 유투버분들이 하나같이 다 이 제품을 극찬하길래 너~무 궁금해서 구매해 봤습니다! 후기 올려 볼게요~ 저는 입술 라인이 별로 예쁘지가 않지만 립펜슬을 사용해 본 적이 없긴 해요. 기대하면서 사용해 보았지요~ 저는 입술 안쪽에 착색이 유달리 잘 돼서 이 부분을 커버하는 용도로 구매를 한 건데, 제형 자체가 밀착되는 제형이 아니라서 그런지 원하는 커버효과는 전혀 없더라구요… 그리고 건조해져서 각질 부각이 되고 발림이 안 좋은지 주름 끼임이 꽤 있는 편이어서 입술 안쪽에는 절대 사용하면 안 될제품이네요…ㅎㅎ 착색 커버용 립펜슬 찾으시는 분들은 이 제품 절대 비추에요!!"
222860,피부타입,피부가 극건성 특이 체질이라 기초화장품을 오래 쓰질 못하는 데트러블없이 아직은 아무탈 없이 잘 사용하고 있습니다,피부가 극건성 특이 체질이라 기초화장품을 오래 쓰질 못하는데 트러블없이 아직은 아무탈 없이 잘 사용하고 있습니다
311345,지속력/유지력,지속시간도 길게 유지되네요.,아침까지 촉촉해서 좋은 것 같아요. 가격이 저렴해서 기대하지 않았어요. 악건성인 분들께 추천합니다. 가격도 저렴하고 지속시간도 길게 유지 되네요. 제피부엔 안성맞춤입니다. 이틀 사용해본 결과는 만족스럽습니다.
311472,흡수력,"끈적이지 않고,","제꺼랑 아들꺼랑 구매했어요. 끈적이지않고,정말 촉촉하고 좋네요. 아들이 워낙 로션등 크림을 안바르려고하는데 이제품은 잘 바르고있어요. 꾸준히 재구매해서 사용하려고하네요."
311516,보습력/수분감,보습력도 좋을 것 같습니다.,건조한시기가 다가오네요. 발림성도 좋고 보습력도 좋을것 같습니다.
311979,발림성,"발림성도 좋고 ,","OOO크림을 처음 사용해보는데 발림성도 좋고, 흡수가 잘 되서 생각외로 좋습니다."
312491,용량/개수,"양이 많아 듬뿍 바를수 있어 좋고,","가격 부담없어 좋아요. 양이 많아 듬뿍 바를수 있어 좋고 ,향도 많이 진하지 않고 은은하네요. 끈적임은 많이 없어요. 제 피부에는 나름 잘 맞는것 같아요."
313150,기능/효과,ㅇㅇㅇ 제품 하나 바르는게 여드름피부가 좋아지는거같아요.,스킨로션 다 바를 필요없이 ㅇㅇㅇ 제품 하나 바르는게 여드름 피부가 좋아지는거같아요. 근데 가격이 좀 비싸네요.
313242,피부타입,건성이신분들은 여름용으로 추천합니다,로션은 바른 후 너무 가볍네요. 환절기나 겨울에는 단독으로 바르는 것보다 다른 에센스 종류를 같이 발라야 할 것 같아요. 여드름은 나지 않고 아주 좋네요. 데일리용으로 사용하시고 싶은신 분들이나 건성이신 분들은 여름용으로 추천합니다.
313467,기능/효과,여름에도 부담없이 바르기 좋습니다,무향에 가까운 것이 마음에 듭니다 부드러운 발림성도 마음에 드네요 묵직하지 않은 제형이라서 여름에도 부담 없이 바르기 좋습니다. 겨울에는 이 로션에 다른 수분 크림 살짝 바르면 될 것 같네요
313593,피부타입,악건성피부인 저는 OOO 로션을 여러번 두드려 바르면 촉촉함이 오래 유지되네요.,"OOO은 온 가족이 데일리로 쓰기에 너무 좋네요. 사용감이 가볍고 순하기 때문에 계속 쓰고 있고, 저자극이라 안심하고 매일 쓰고, 악건성피부인 저는 OOO로션을 여러번 두드려 바르면 촉촉함이 오래 유지되네요. 온가족 데일리로 가성비 갑입니다. OOO 강추하네요."
313596,피부타입,OOO크림바르는것보다 이렇게 바르는게 건성한테 더 좋은것같아요,크림보다 발림성이 좋네요 약간 묽은 제형이라 속건조에 좋아요 건성인데 겨울에 두세번정도 덧바르면 크림 안발라도 되더라고요 OOO크림 바르는 것보다 이렇게 바르는게 건성한테 더 좋은것같아요
313623,보습력/수분감,보습력이나 발림성은 끝내주기때문에,매번 만족하는 제품이에요. 행사 하면 또 사야겠어요. 순한 제품이 필요해서 쓰기 시작했는데 트러블 없이 잘쓰고 있어요. 아기한테 발라도 순해서 문제없네요. 특유의 냄새 나는 다른 제품과는 달라요. 보습력이나 발림성은 끝내주기 때문에 굳이 길게 설명 안 해도 다들 얼마나 좋은지 아실거예요.
313623,발림성,발림성은 끝내주기때문에,매번 만족하는 제품이에요. 행사 하면 또 사야겠어요. 순한 제품이 필요해서 쓰기 시작했는데 트러블 없이 잘쓰고 있어요. 아기한테 발라도 순해서 문제없네요. 특유의 냄새 나는 다른 제품과는 달라요. 보습력이나 발림성은 끝내주기 때문에 굳이 길게 설명 안 해도 다들 얼마나 좋은지 아실거예요.
313736,보습력/수분감,적당한 수분감이 있어 좋아요.,너무 맘에 드네요. 아토피가 생겨 샀는데 효과좋아 잘 쓰고 있습니다. 다시 사고 싶은 생각이 드네요. 항상 쓰던거라 다시 주문했어요. 무향이라 좋고 적당한 수분감이 있어 좋아요 .
313751,자극성,좁쌀 여드름 많이 나는데 이거 바르면서도 나긴 나네요,제형은 크림보다는 살짝 묽습니다 정말 가볍게 잘 발리네요 좁쌀 여드름 많이 나는 데 이거 바르면서도 나긴 나네요 무난하게 쓰기 좋아서 꾸준히 쓰고 있습니다 가성비 괜찮은 것 같네요
314072,향,향기는 그리 진하지 않아서힘들지는 않아요.,촉촉하니 좋아요. 매일 바르지만 여느 크림보다 바르고 나면 피부가 쫀쫀해지고 피부결이 고아지는 느낌이 확실히 나요. 향기는 그리 진하지 않아서 힘들지는 않아요. 1년동안 써 오던 제품이라 이제는 평범하게 눌 쓰려니 해요.
314088,보습력/수분감,보습력 진짜좋네요,부모님 생신선물로 추천해요 오랫동안 쓰고 있어도 좋습니다 보습력 진짜 좋네요 따로 마사지 할 필요없습니다 가격대도 부담가지 않고 너무 좋습니다
315992,보습력/수분감,촉촉함이 오래가지 않고 지속력이 떨어지네요.,향이 진하지 않아 좋습니다. 가격도 착하구요.OOO이라 믿고 구매했는데 촉촉함이 오래가지않고 지속력이 떨어지네요. 오후가 되면 얼굴 땡김이 있지만 가격대비 좋습니다.
315992,지속력/유지력,오래가지 않고 지속력이 떨어지네요.,향이 진하지 않아 좋습니다. 가격도 착하구요.OOO이라 믿고 구매했는데 촉촉함이 오래가지않고 지속력이 떨어지네요. 오후가 되면 얼굴 땡김이 있지만 가격대비 좋습니다.
316277,보습력/수분감,건조함없이 속까지 촉촉한느낌이나요,아침에 사용하기는 번들거려서 부담스러워요 아침에 사용시 점심지나면 기름처럼 번들거리면서 광이 넘쳐요 저녁에 사용하면 아침에 번들거리긴해도 건조함없이 속까지 촉촉한 느낌이나요 냉장고에 넣어서 저녁에 세수하고 스킨사용후 이것만 바르고자는데도 속건성없이 촉촉해요 담날 세수하고나면 촉촉하고 부드러운 피부느낌이 지속됩니다.
316296,기능/효과,트러블들이 좀 진정 되고,얼굴에 여드름이 날때 붙이고 팩처럼 사용하고 나면 노랗게 올라 왔던 트러블 들이 좀 진정 되고 토너 보다도 자주 사용하게 되서 잘 쓰는 제품이네요. 좀 더 용량이 늘어나도 괜찮을것 같아요. 잘 사용중이네요.
316947,사용감,이거 하나 바르고 자기엔사용감이 가볍네요.,이거 하나 바르고 자기엔 사용감이 가볍네요. 기대와 달리 제형이 조금 묽네요.아침에 가볍게 안 땡길 정도로 바르기에 좋은 거 같네요.
317434,제품구성,추가 구성인 사은품 3종도 잘쓰고 있습니다.,복합성 피부라 유분기가 있을까 걱정했는데 괜찮습니다. 보습력 재생력 다 좋아서 피부회복에 효과 좋습니다. 점성도 꾸덕꾸덕합니다. 추가 구성인 사은품 3종도 잘 쓰고 있습니다.
223613,제품구성,3세트구성주니깐 넘좋아요.,3세트 구성주니깐 넘좋아요.아들하고 남편이 좋아해요 적립금도 많이주고 계속 쇼핑할께요
317689,제품구성,ooo몰에서 산 이유는공식사이트 보다 더 많이 사은품을 주네요.,두개째 쓰고 있는 제품이네요. ooo몰에서 산 이유는 공식사이트 보다 더 많이 사은품을 주네요. 배송도 빠르게 도착해서 좋았구요. 뚜껑부분이 리뉴얼된듯 하네요. 양이 많아 한통사면 엄청 오래쓰게 되네요. 제형이 꽤 꾸덕합니다.
317689,용량/개수,양이 많아 한통사면엄청 오래쓰게 되네요.,두개째 쓰고 있는 제품이네요. ooo몰에서 산 이유는 공식사이트 보다 더 많이 사은품을 주네요. 배송도 빠르게 도착해서 좋았구요. 뚜껑부분이 리뉴얼된듯 하네요. 양이 많아 한통사면 엄청 오래쓰게 되네요. 제형이 꽤 꾸덕합니다.
317858,기능/효과,가을 겨울 건조할때에 자기전에 사용하면 좋을것같습니다.,무향이네요. 이 브랜드의 다른 제품처럼 무자극 제품이네요. 제형은 무게가 있는 꽤 점성이 있네요. 발리는것도 뻑뻑한 정도는 아니지만 제형이 상당히 쫀쫀한 편이긴 합니다. 흡수되는 시간도 좀 필요합니다. 피부에 자극없고 아침에도 습도가 유지됩니다. 가을 겨울 건조할때에 자기전에 사용하면 좋을것 같습니다.
317883,발림성,부드럽게 잘발려요.,지성피부인데 이 제품은 무겁지도 않고 부드럽게 잘 발려요. 건조함이 한번에 해결됩니다.
317886,기능/효과,촉촉하게 진정효과를 느낄수 있어 좋습니다.,"날씨가 갑자기 추워져서 피부가 건조하고 트기까지 했는데, 저녁에 OOO밤을 바르고 아침에 일어났더니 피부가 부드러워졌어요. 촉촉하게 진정 효과를 느낄 수 있어 좋습니다. 다른 제품들도 구매하고 싶어요. 추천해요."
318025,흡수력,바른 후에 손으로 만지면 하얗게 가루 떨어지듯이 밀리는 게 단점이네요.,악건성이 쓰기엔 한겨울에 보습감이 부족하지만 괜찮습니다. 백탁이 있어 피부가 환해 보여 좋으나 바른 후에 손으로 만지면 하얗게 가루 떨어지듯이 밀리는게 단점이네요. 바르고 바로 화장하면 밀림이 없네요.
319191,가격,오프라인 보다 저렴하게 구입했어요.,"계속 사용하던건데, 오프라인보다 저렴하게 구입했어요. 샘플도 많이 보내주셔서 좋습니다."
319338,기능/효과,ㅇㅇ크림은 가을부터는 최고인것 같네요,ㅇㅇ크림은 가을부터는 최고 인 것 같네요. 샘플 많이 주길래 보이자마자 주문했네요. 늘 겨울에 사용하는 제품이라 만족하고 잘 쓸게요. 크림 좋아요
319400,가격,쿠폰 카드할인해서 저렴하게 득템했네요.,쿠폰 카드할인해서 저렴하게 득템 했네요. 이렇게 많은 사은품까지 좋아요. 항상 쓰는 ㅇㅇㅇ크림 잘 쓰겠습니다. 비싼만큼 효과가 좋기를 기대해봅니다.
319556,피부타입,악건성 피부인데 겨울에는 이 크림만 괜찮아요.,날씨가 건조해지자 피부가 제일 먼저 반응을 해요. 악건성피부인데 겨울에는 이 크림만 괜찮아요. 용량이 작고 가격이 비싸지만 잘 사용합니다.
319899,피부타입,건성이라 촉촉하고 잘스며들어요.,건성이라 촉촉하고 잘 스며들어요. 발림성도 부드럽습니다. 향도 강하지 않아 좋아요. 저렴하게 잘 샀어요. 사은품으로 샘플 주셔서 좋아요. 배송은 상자로 종이 포장되어 아주 깔끔하게 왔습니다.
320090,기능/효과,피부타입이랑 잘 맞아서 크림 본품을 구입했습니다.,샘플 크림을 써 보고 피부타입이랑 잘 맞아서 크림 본품을 구입 했습니다. 클렌징과 ㅇㅇㅇ크림까지 사은품으로 보내 주셔서 선물 받은 것처럼 기분이 좋아요. 쿠폰 할인 받아서 다른 곳보다 저렴하게 사서 만족해요. 크림 기프트 세트 하나 더 사서 엄마께 선물 드려야겠네요.
320090,제품구성,클렌징과 ㅇㅇㅇ크림까지 사은품으로 보내 주셔서 선물받은 것처럼 기분이 좋아요,샘플 크림을 써 보고 피부타입이랑 잘 맞아서 크림 본품을 구입 했습니다. 클렌징과 ㅇㅇㅇ크림까지 사은품으로 보내 주셔서 선물 받은 것처럼 기분이 좋아요. 쿠폰 할인 받아서 다른 곳보다 저렴하게 사서 만족해요. 크림 기프트 세트 하나 더 사서 엄마께 선물 드려야겠네요.
320090,가격,쿠폰 할인받아서 다른 곳보다 저렴하게 사서 만족해요.,샘플 크림을 써 보고 피부타입이랑 잘 맞아서 크림 본품을 구입 했습니다. 클렌징과 ㅇㅇㅇ크림까지 사은품으로 보내 주셔서 선물 받은 것처럼 기분이 좋아요. 쿠폰 할인 받아서 다른 곳보다 저렴하게 사서 만족해요. 크림 기프트 세트 하나 더 사서 엄마께 선물 드려야겠네요.
320165,피부타입,건조하고 민감성피부인데 ㅇㅇㅇ크림은 제 피부에 딱 맞아서 너무 좋습니다.,배송 이틀만에 도착 했습니다. ㅇㅇ 크림 사용하다가 가을이 오면서 ㅇㅇㅇ크림 사용하려고 주문했습니다. 건조하고 민감성 피부인데 ㅇㅇㅇ크림은 제 피부에 딱 맞아서 너무 좋습니다.
322335,보습력/수분감,"보습력이 좋고,","기존에 썼던 제품입니다. 보습력이 좋고 ,성분이 좋은것 같아 만족합니다."
322376,윤기/피부(톤),피부톤도 많이 밝아진것 같아 좋습니다.,사용중인데 트러블도 덜 나는 것 같고 피부톤도 많이 밝아진 것 같아 좋습니다.
322588,기능/효과,레드 크림보다 효과가 별로인 것 같습니다.,여드름 피부인 민감성 피부에 쓰려고 구입했는데 레드크림보다 효과가 별로인 것 같습니다. 다음엔 레드 크림을 구입할 것 같습니다 시카크림 샘플 쓰고 좋은 듯 하여 추천했는데 레드크림 계속 쓰던 딸은 사용감이 별로라고 합니다.
576630,기능/효과,세정이 깨끗이 되는거 같고,OOO 포밍 클렌져는 자주 구매하는 제품이에요. 잘 씻겨서 뽀득뽀득해서 제일 좋아요. 세정이 깨끗이 되는 거 같고 향도 좋고 상쾌하고 너무 좋아요. 재구매하려고 합니다. 감사해요.
576708,품질,특별히 품질이 좋은지는 잘 모르겠네요.,이 제품이 특별히 품질이 좋은지는 잘모르겠네요. 다른 제품들보다 거품이 더 잘 나는 것도 아니고 더 잘 씻기는지도 모르겠어요. 트러블은 안 나니까 계속 사용하면서 효과를 지켜볼게요.
577139,자극성,피부 자극없이,제형이 부드럽고 피부자극없이 세정 잘 되네요. OOO에서 저렴하게 잘 샀어요 . 온가족 세안제로 아주 좋습니다. 피부트러블 많은 아이에게도 아주 좋네요.
580917,기능/효과,여드름 피부나 민감성 피부에 좋습니다.,"향은 별로인데, 세안후 피부가 당기지 않고 촉촉합니다. 끈적임은 없진 않네요. 사용후 계속 주문해서 쓰고 있습니다. 특히 여드름피부나 민감성피부에 좋습니다."
580917,피부타입,민감성 피부에 좋습니다.,"향은 별로인데, 세안후 피부가 당기지 않고 촉촉합니다. 끈적임은 없진 않네요. 사용후 계속 주문해서 쓰고 있습니다. 특히 여드름피부나 민감성피부에 좋습니다."
581142,기능/효과,여드름 피부에 쓰고 있는데 제형이 산뜻하면서 거품도 많이 나고 노폐물도 제거되는 듯합니다.,여드름 피부에 쓰고 있는데 제형이 산뜻하면서 거품도 많이 나고 노폐물도 제거되는 듯 합니다. 비싼 가격과 적은 양은 좀 아쉽네요.
581242,기능/효과,여드름성 복합성 피부에 자극 없고 세정력도 좋다고 해요.,복합성 피부에 사용하려고 주문했습니다. 다른 제품 사용중에 온라인에서 좋다는 후기가 있어 구매해서 사용해보니 좋다고 하네요. 여드름성 복합성 피부에 자극 없고 세정력도 좋다고해요. 향은 별로인 듯하네요.
581242,피부타입,복합성 피부에 자극 없고 세정력도 좋다고 해요.,복합성 피부에 사용하려고 주문했습니다. 다른 제품 사용중에 온라인에서 좋다는 후기가 있어 구매해서 사용해보니 좋다고 하네요. 여드름성 복합성 피부에 자극 없고 세정력도 좋다고해요. 향은 별로인 듯하네요.
581809,보습력/수분감,피부가 건조하거나 불편함이 안느껴집니다.,계절 바뀔 때 온도 습도 때문에 피부가 변합니다. 그래서 클렌징이 더 중요한 것 같습니다. OO 클렌징 제품은 피부에 순해서 자주 사용하게 되네요. 하루에 두 번 클렌징 해도 피부가 건조하거나 불편함이 안 느껴집니다. 피부가 약한 편인데 화장 진하게 하거나 약하게 했을 때 둘 다 세정도 잘되어서 이 제품만 사용한 지 오래됐습니다. 가격은 세일 안 할 때 사면 비쌉니다. 가격 할인을 자주 했으면 좋겠습니다.
225731,기능/효과,심한건조에 윤기없는얼굴이 스틱하나로반짝이고 쫀득해서 참좋아요~,심한건조에 윤기없는얼굴이 스틱하나로반짝이고쫀득해서 참좋아요~ 조금더 스틱이단단하면최고일듯~
226067,윤기/피부(톤),바르고나면 피부가 뽀얗게 보이긴 합니다.,기미가 옅어지거나 없어지진 않습니다. 짙은 기미도 아니였는데... 그래도 바르면 더 생기지는 않겠지싶어서 바르고있습니다. 대신 바르고나면 피부가 뽀얗게 보이긴합니다. 아침에는 적당히 바르고있고 저녁에 잘때는 듬뿍바릅니다. 가격에 비해 양도 많은데 기미가 없어질거라 생각하고 사신다면... 좀 더 좋은 다른 제품을 쓰셔야될듯... 이상 솔직후기입니당~~~
229287,기능/효과,아주 드라마틱하게 효과있지는 않지만서서히 좋아지는게 느껴지네요~~,설마 저렇게 될까 하는 마음에 별도로 한개만 구매해보고 사용해봤는데..헉!!했습니다..아주 드라마틱하게 효과있지는 않지만 서서히 좋아지는게 느껴지네요~~ 구매해서 남편이랑 같이 사용하고 있는데 남편도 피부톤이 밝아진것같고 주름이 덜해진거같아 신기하다고 하며 열심히 바르네요^^
