review_id,source,category,product_name,raw_text,aspect,sentiment_text,sentiment_polarity,model_input,label,original_aspect,normalization_reason,split
1023194,SNS,스킨케어,OO 순** 클렌징 폼 200ml,날씨가 너무 쌀쌀해지는 요즘 피부트러블로 클렌징 폼을 새로 구매해보았어요 순하다고 해서 구매했는데 향이 많이 거슬리고 화학약품 향이 엄청 강했어요펌프 불량으로 뚜껑 열었다가 한 번에 나와서 깜놀했네요 펌핑이 잘 안 눌러지는 문제가 있어요 그나마 세정력도 좋구 거품도 잘 나기는 합니다. 다만 세정 후에도 조금 미끌거리는 제품이네요~ 뽀드득한 세정력을 원하신다면 별로일것 같아요 메이크업이 잘 지워지기는 하는데 개운하지가 않아요 클렌징폼 사용후기였습니다. 다들 건조한 날씨에 감기 조심하세요,세정력,세정력도 좋구,1,[속성] 기능/효과 [문장] 세정력도 좋구,12,기능/효과,function_excluded,train
1023194,SNS,스킨케어,OO 순** 클렌징 폼 200ml,날씨가 너무 쌀쌀해지는 요즘 피부트러블로 클렌징 폼을 새로 구매해보았어요 순하다고 해서 구매했는데 향이 많이 거슬리고 화학약품 향이 엄청 강했어요펌프 불량으로 뚜껑 열었다가 한 번에 나와서 깜놀했네요 펌핑이 잘 안 눌러지는 문제가 있어요 그나마 세정력도 좋구 거품도 잘 나기는 합니다. 다만 세정 후에도 조금 미끌거리는 제품이네요~ 뽀드득한 세정력을 원하신다면 별로일것 같아요 메이크업이 잘 지워지기는 하는데 개운하지가 않아요 클렌징폼 사용후기였습니다. 다들 건조한 날씨에 감기 조심하세요,기타 기능/효과,거품도 잘 나기는 합니다.,1,[속성] 기능/효과 [문장] 거품도 잘 나기는 합니다.,2,기능/효과,function_excluded,train
1023194,SNS,스킨케어,OO 순** 클렌징 폼 200ml,날씨가 너무 쌀쌀해지는 요즘 피부트러블로 클렌징 폼을 새로 구매해보았어요 순하다고 해서 구매했는데 향이 많이 거슬리고 화학약품 향이 엄청 강했어요펌프 불량으로 뚜껑 열었다가 한 번에 나와서 깜놀했네요 펌핑이 잘 안 눌러지는 문제가 있어요 그나마 세정력도 좋구 거품도 잘 나기는 합니다. 다만 세정 후에도 조금 미끌거리는 제품이네요~ 뽀드득한 세정력을 원하신다면 별로일것 같아요 메이크업이 잘 지워지기는 하는데 개운하지가 않아요 클렌징폼 사용후기였습니다. 다들 건조한 날씨에 감기 조심하세요,세정력,세정 후에도 조금 미끌거리는 제품이네요~,-1,[속성] 기능/효과 [문장] 세정 후에도 조금 미끌거리는 제품이네요~,12,기능/효과,function_excluded,train
1023194,SNS,스킨케어,OO 순** 클렌징 폼 200ml,날씨가 너무 쌀쌀해지는 요즘 피부트러블로 클렌징 폼을 새로 구매해보았어요 순하다고 해서 구매했는데 향이 많이 거슬리고 화학약품 향이 엄청 강했어요펌프 불량으로 뚜껑 열었다가 한 번에 나와서 깜놀했네요 펌핑이 잘 안 눌러지는 문제가 있어요 그나마 세정력도 좋구 거품도 잘 나기는 합니다. 다만 세정 후에도 조금 미끌거리는 제품이네요~ 뽀드득한 세정력을 원하신다면 별로일것 같아요 메이크업이 잘 지워지기는 하는데 개운하지가 않아요 클렌징폼 사용후기였습니다. 다들 건조한 날씨에 감기 조심하세요,세정력,뽀드득한 세정력을 원하신다면 별로일것 같아요,-1,[속성] 기능/효과 [문장] 뽀드득한 세정력을 원하신다면 별로일것 같아요,12,기능/효과,function_excluded,train
1023194,SNS,스킨케어,OO 순** 클렌징 폼 200ml,날씨가 너무 쌀쌀해지는 요즘 피부트러블로 클렌징 폼을 새로 구매해보았어요 순하다고 해서 구매했는데 향이 많이 거슬리고 화학약품 향이 엄청 강했어요펌프 불량으로 뚜껑 열었다가 한 번에 나와서 깜놀했네요 펌핑이 잘 안 눌러지는 문제가 있어요 그나마 세정력도 좋구 거품도 잘 나기는 합니다. 다만 세정 후에도 조금 미끌거리는 제품이네요~ 뽀드득한 세정력을 원하신다면 별로일것 같아요 메이크업이 잘 지워지기는 하는데 개운하지가 않아요 클렌징폼 사용후기였습니다. 다들 건조한 날씨에 감기 조심하세요,세정력,메이크업이 잘 지워지기는 하는데 개운하지가 않아요,0,[속성] 기능/효과 [문장] 메이크업이 잘 지워지기는 하는데 개운하지가 않아요,12,기능/효과,function_excluded,train
1023195,SNS,스킨케어,OO 멀** 클린 클렌저 150ml,안녕하세요 갑자기 건조해진 날씨로 새로 구입한 OO 폼클렌징을 사용해보았어요 클렌징 폼 바꾸실 때 후기 참고해보시면 좋을 것 같아요 패키징은 깔끔하고 좋아요 가격도 만족하구요 세정력도 좋고 보습력이 좋아서 사용후 피부땡김 없이 얼굴 피부가 촉촉하고 부드러운게 만족스러운 것 같아요 건성보다는 지성피부에 최적화되어 있는 것 같고 세정 후에 생각보다 당김이 심하지도 않아요 OO 제품력은 역시 믿을만하네요 근데 냄새는 살짝 남자향수 같아서 좀 별로네요 OO 폼클렌징 사용 후기였습니다. 가격대비 사용은 전체적으로 나쁘지 않았던 것 같아요,세정력,세정력도 좋고,1,[속성] 기능/효과 [문장] 세정력도 좋고,12,기능/효과,function_excluded,train
1023196,SNS,스킨케어,OO 멀티 에멀전 150ml ,날씨가 많이 추워지고 피부도 달라지는 오랜 기간 사용중인 OO 에멀전 사용 후기 공유하려고 합니다. 일단 퀄리티가 좋아요 가성비 갑입니다. 흡수력도 좋은데 백탁현상은 있지만 곧 없어져요 처음에 쓰고 흡수에 시간이 좀 걸리기는 하는데 그래도 좋아져요 온가족이 쓸 수 있구요 피부 표면에 오돌도돌하게 나기 시작하더니 다른 크림은 맞지 않아서 여러가지 크림 보다가 성분도 순하다고 하고 보습도 된다기에 구매했었습니다 쓰고 나서부터는 피부 트러블없이 지내고 있습니다 사마귀도 있어서 쓰고 있는데 계속 쓰다보니 확실하게 좋아졌어요 용기가 튜브형으로 바뀌었는데 그게 오히려 더 좋은 것 같아요 순해서 피부에 적당한 로션이라고 생각합니다 가성비도 효과도 너무 좋아서 강력 추천합니다.,기타 기능/효과,사마귀도 있어서 쓰고 있는데 계속 쓰다보니 확실하게 좋아졌어요,1,[속성] 기능/효과 [문장] 사마귀도 있어서 쓰고 있는데 계속 쓰다보니 확실하게 좋아졌어요,2,기능/효과,function_excluded,train
1023197,SNS,스킨케어,OO 레** 스킨 토너 130ml,오랫동안 써왔던 OO 화장품들 중에서 그나마 가장 최근부터 써온 OOO 스킨토너 사용 후기입니다. 일단은 가격이 넘넘 장점이에요 하나를 사도 배송비 포함하면 만원 미만이랍니다. 여러개 사면 더 좋구요 향에 예민한 편인데도 거슬리는 거 없이 괜찮아요 OO하면 기초 제품들 다 좋지만 이 제품은 그 중에서도 무난하고 저한테는 너무 잘 맞네요 어렸을 때는 OO 좋은지 몰랐는데 어머니꺼 구매하면서 제것도 구매하기 시작해서 요즘 정말 잘 쓰고 있습니다. 가성비 좋은 OO 제품 스킨 찾으신다면 이 제품 추천드려요,기타 기능/효과,저한테는 너무 잘 맞네요,1,[속성] 기능/효과 [문장] 저한테는 너무 잘 맞네요,2,기능/효과,function_excluded,train
1023198,SNS,스킨케어,OO 슈퍼바이탈 소프너 150ml,날씨가 점점 넘 추워지고 있어요 예민한 피부에 맞는 스킨 찾느라 고생인데 시도해본 스킨 중 하나의 후기를 써봅니다. 피부가 악건성이라 항상쓰고 있는 제품입니다. 발림은 세안후 물기가있는상태에서 바르면 흡수가 넘 잘 된답니다. 스킨전에 OO 에센스를 먼저 사용하면 훨씬 효과가 좋은 것같아요. 엄마한테도 선물해드렸네요 제형이 적당히 묽고 잘 발라지며 흡수도 빠른 편. 은은한 향기도 나쁘지 않아요 요즘처럼 건조한 시기에는 에센스나 크림과 함께 사용하면 더 좋긴한데요 다만 지성피부는 겨울 아니면 쓰기가 좀 어려울 것 같습니다. 이제 스킨도 꼼꼼히 따져보고 사야되는 나이라 서글프네요 흑흑 다들 감기 조심하세요,기타 기능/효과,스킨전에 OO 에센스를 먼저 사용하면 훨씬 효과가 좋은 것같아요.,1,[속성] 기능/효과 [문장] 스킨전에 OO 에센스를 먼저 사용하면 훨씬 효과가 좋은 것같아요.,2,기능/효과,function_excluded,train
1023198,SNS,스킨케어,OO 슈퍼바이탈 소프너 150ml,날씨가 점점 넘 추워지고 있어요 예민한 피부에 맞는 스킨 찾느라 고생인데 시도해본 스킨 중 하나의 후기를 써봅니다. 피부가 악건성이라 항상쓰고 있는 제품입니다. 발림은 세안후 물기가있는상태에서 바르면 흡수가 넘 잘 된답니다. 스킨전에 OO 에센스를 먼저 사용하면 훨씬 효과가 좋은 것같아요. 엄마한테도 선물해드렸네요 제형이 적당히 묽고 잘 발라지며 흡수도 빠른 편. 은은한 향기도 나쁘지 않아요 요즘처럼 건조한 시기에는 에센스나 크림과 함께 사용하면 더 좋긴한데요 다만 지성피부는 겨울 아니면 쓰기가 좀 어려울 것 같습니다. 이제 스킨도 꼼꼼히 따져보고 사야되는 나이라 서글프네요 흑흑 다들 감기 조심하세요,보습력/수분감,요즘처럼 건조한 시기에는 에센스나 크림과 함께 사용하면 더 좋긴한데요,0,[속성] 기능/효과 [문장] 요즘처럼 건조한 시기에는 에센스나 크림과 함께 사용하면 더 좋긴한데요,7,기능/효과,function_excluded,train
1023198,SNS,스킨케어,OO 슈퍼바이탈 소프너 150ml,날씨가 점점 넘 추워지고 있어요 예민한 피부에 맞는 스킨 찾느라 고생인데 시도해본 스킨 중 하나의 후기를 써봅니다. 피부가 악건성이라 항상쓰고 있는 제품입니다. 발림은 세안후 물기가있는상태에서 바르면 흡수가 넘 잘 된답니다. 스킨전에 OO 에센스를 먼저 사용하면 훨씬 효과가 좋은 것같아요. 엄마한테도 선물해드렸네요 제형이 적당히 묽고 잘 발라지며 흡수도 빠른 편. 은은한 향기도 나쁘지 않아요 요즘처럼 건조한 시기에는 에센스나 크림과 함께 사용하면 더 좋긴한데요 다만 지성피부는 겨울 아니면 쓰기가 좀 어려울 것 같습니다. 이제 스킨도 꼼꼼히 따져보고 사야되는 나이라 서글프네요 흑흑 다들 감기 조심하세요,기타 기능/효과,겨울 아니면 쓰기가 좀 어려울 것 같습니다.,-1,[속성] 기능/효과 [문장] 겨울 아니면 쓰기가 좀 어려울 것 같습니다.,2,기능/효과,function_excluded,train
1023199,SNS,스킨케어,OO 모** 로션 200ml,OO 제품은 워낙 유명한데요 저는 20대에 썼다가 한동안 안 쓰다가 40대가 되어 돌아왔어요 흡수력이 좋고 자극적이지 않아 매일 사용하고 있습니다 더운날 대충 싹 바르기 좋아요 20대에 OO 쓰다가 30대 후반에 저렴하기도 하고 깔끔하게 막바르려고 사봤는데 좋았다는걸 이제 알았네요 닦아내는 스킨 사용후에 바르는데.. 피부는 복합성인데도 봄철 건조함이 극에 달할때는 얼굴 땡김이 너무 심해서 사용하고 있습니다. OO 제품은 전체적으로 수분공급에 탁월한 제품같아요. 수분력 가득한 토너를 원하신다면 강추합니다.,기타 기능/효과,더운날 대충 싹 바르기 좋아요,1,[속성] 기능/효과 [문장] 더운날 대충 싹 바르기 좋아요,2,기능/효과,function_excluded,train
1023200,SNS,스킨케어,OO 큐** 알로에 워터 젤리 토너 500ml,OO 알로에는 알로에 제품으로 넘 유명한데요 엄마 브랜드라고만 생각하고 구입하기가 꺼려졌는데 이번에 새로 구입해서 사용해 본 후기랍니다. 개인적으로 강추해요 저는 여드름 피부에 양볼은 악건성이고 T존은 지성인 복합성입니다. 복합성 피부를 위한 외산제품을 주로 쓰다가 알로에 겔이 생각나 반신반의하며 구매했어요 얼굴 모든 부위의 유수분 균형을 맞춰준다는 느낌일까요? 촉촉히 스며들고 겨울철 실내에서도 크게 건조함을 못 느껴요 닥토용으로 주로 쓰는데 용량도 큰데 가격도 너무 착하고 원재료 성분도 알로에니까 믿을만하구요 구관이 명관임을 제대로 알게 해준 제품입니다. 복합성이시면 정말 후회 안하실거예요,보습력/수분감,겨울철 실내에서도 크게 건조함을 못 느껴요,1,[속성] 기능/효과 [문장] 겨울철 실내에서도 크게 건조함을 못 느껴요,7,기능/효과,function_excluded,train
1023201,SNS,스킨케어,OO 마** 카밍 퓨어 워터 500ml ,푸석푸석해지는 겨울 초입에 요즘 사용중인 토너 사용 후기 올려봅니다. 처음엔 OO가 어디껀가 했더니 OOO꺼더라구요 가성비가 좋아 벌써 두번째 구매입니다. 용량이 커서 자주 구매 안해도되서 좋고요 닥토용으로는 아주 딱이에요 향도 은은하게 산뜻한 향이고 자극 1도 없어서 만족하면서 사용중입니다 가을겨울에는 좀 많이 건조할것 같아요 하지만 냄새는 많이 강하지 않아서 좋아요 그래서 여름에 사용하기 딱 좋은 제품이에요 짐승용량 닥토 찾는 분들은 사용해보셔도 괜찮을 것 같아요 나름만족한답니다,보습력/수분감,가을겨울에는 좀 많이 건조할것 같아요,-1,[속성] 기능/효과 [문장] 가을겨울에는 좀 많이 건조할것 같아요,7,기능/효과,function_excluded,train
1023201,SNS,스킨케어,OO 마** 카밍 퓨어 워터 500ml ,푸석푸석해지는 겨울 초입에 요즘 사용중인 토너 사용 후기 올려봅니다. 처음엔 OO가 어디껀가 했더니 OOO꺼더라구요 가성비가 좋아 벌써 두번째 구매입니다. 용량이 커서 자주 구매 안해도되서 좋고요 닥토용으로는 아주 딱이에요 향도 은은하게 산뜻한 향이고 자극 1도 없어서 만족하면서 사용중입니다 가을겨울에는 좀 많이 건조할것 같아요 하지만 냄새는 많이 강하지 않아서 좋아요 그래서 여름에 사용하기 딱 좋은 제품이에요 짐승용량 닥토 찾는 분들은 사용해보셔도 괜찮을 것 같아요 나름만족한답니다,기타 기능/효과,여름에 사용하기 딱 좋은 제품이에요,1,[속성] 기능/효과 [문장] 여름에 사용하기 딱 좋은 제품이에요,2,기능/효과,function_excluded,train
